SRA,Sample name,BioSample,Organism,Accession,ID
SRS23894346,Met8332,SAMN44607255,human skin metagenome,SAMN44607255,44607255
SRS23894344,Met8331,SAMN44607254,human skin metagenome,SAMN44607254,44607254
SRS23894345,Met8330,SAMN44607253,human skin metagenome,SAMN44607253,44607253
SRS23894343,Met8328,SAMN44607252,human skin metagenome,SAMN44607252,44607252
SRS23894417,Met8327,SAMN44607251,human skin metagenome,SAMN44607251,44607251
SRS23894419,Met8325,SAMN44607250,human skin metagenome,SAMN44607250,44607250
SRS23894415,Met8324,SAMN44607249,human skin metagenome,SAMN44607249,44607249
SRS23894416,Met8323,SAMN44607248,human skin metagenome,SAMN44607248,44607248
SRS23894414,Met8322,SAMN44607247,human skin metagenome,SAMN44607247,44607247
SRS23894412,Met8320,SAMN44607246,human skin metagenome,SAMN44607246,44607246
SRS23894411,Met8319,SAMN44607245,human skin metagenome,SAMN44607245,44607245
SRS23894413,Met8317,SAMN44607244,human skin metagenome,SAMN44607244,44607244
SRS23894409,Met8316,SAMN44607243,human skin metagenome,SAMN44607243,44607243
SRS23894410,Met8315,SAMN44607242,human skin metagenome,SAMN44607242,44607242
SRS23894408,Met8314,SAMN44607241,human skin metagenome,SAMN44607241,44607241
SRS23894407,Met8313,SAMN44607240,human skin metagenome,SAMN44607240,44607240
SRS23894406,Met8312,SAMN44607239,human skin metagenome,SAMN44607239,44607239
SRS23894405,Met8311,SAMN44607238,human skin metagenome,SAMN44607238,44607238
SRS23894404,Met8310,SAMN44607237,human skin metagenome,SAMN44607237,44607237
SRS23894402,Met8308,SAMN44607236,human skin metagenome,SAMN44607236,44607236
SRS23894403,Met8307,SAMN44607235,human skin metagenome,SAMN44607235,44607235
SRS23894400,Met8306,SAMN44607234,human skin metagenome,SAMN44607234,44607234
SRS23894399,Met8304,SAMN44607233,human skin metagenome,SAMN44607233,44607233
SRS23894398,Met8303,SAMN44607232,human skin metagenome,SAMN44607232,44607232
SRS23894397,Met8302,SAMN44607231,human skin metagenome,SAMN44607231,44607231
SRS23894396,Met8301,SAMN44607230,human skin metagenome,SAMN44607230,44607230
SRS23894401,Met8300,SAMN44607229,human skin metagenome,SAMN44607229,44607229
SRS23894395,Met8298,SAMN44607228,human skin metagenome,SAMN44607228,44607228
SRS23894394,Met8297,SAMN44607227,human skin metagenome,SAMN44607227,44607227
SRS23894393,Met8296,SAMN44607226,human skin metagenome,SAMN44607226,44607226
SRS23894391,Met8295,SAMN44607225,human skin metagenome,SAMN44607225,44607225
SRS23894392,Met8294,SAMN44607224,human skin metagenome,SAMN44607224,44607224
SRS23894390,Met8293,SAMN44607223,human skin metagenome,SAMN44607223,44607223
SRS23894388,Met8292,SAMN44607222,human skin metagenome,SAMN44607222,44607222
SRS23894389,Met8291,SAMN44607221,human skin metagenome,SAMN44607221,44607221
SRS23894387,Met8289,SAMN44607220,human skin metagenome,SAMN44607220,44607220
SRS23894385,Met8288,SAMN44607219,human skin metagenome,SAMN44607219,44607219
SRS23894386,Met8287,SAMN44607218,human skin metagenome,SAMN44607218,44607218
SRS23894384,Met8286,SAMN44607217,human skin metagenome,SAMN44607217,44607217
SRS23894382,Met8284,SAMN44607216,human skin metagenome,SAMN44607216,44607216
SRS23894383,Met8283,SAMN44607215,human skin metagenome,SAMN44607215,44607215
SRS23894381,Met8282,SAMN44607214,human skin metagenome,SAMN44607214,44607214
SRS23894379,Met8281,SAMN44607213,human skin metagenome,SAMN44607213,44607213
SRS23894380,Met8279,SAMN44607212,human skin metagenome,SAMN44607212,44607212
SRS23894378,Met8278,SAMN44607211,human skin metagenome,SAMN44607211,44607211
SRS23894377,Met8277,SAMN44607210,human skin metagenome,SAMN44607210,44607210
SRS23894374,Met8276,SAMN44607209,human skin metagenome,SAMN44607209,44607209
SRS23894376,Met8275,SAMN44607208,human skin metagenome,SAMN44607208,44607208
SRS23894373,Met8274,SAMN44607207,human skin metagenome,SAMN44607207,44607207
SRS23894375,Met8273,SAMN44607206,human skin metagenome,SAMN44607206,44607206
SRS23894372,Met8272,SAMN44607205,human skin metagenome,SAMN44607205,44607205
SRS23894371,Met8270,SAMN44607204,human skin metagenome,SAMN44607204,44607204
SRS23894370,Met8269,SAMN44607203,human skin metagenome,SAMN44607203,44607203
SRS23894368,Met8268,SAMN44607202,human skin metagenome,SAMN44607202,44607202
SRS23894369,Met8267,SAMN44607201,human skin metagenome,SAMN44607201,44607201
SRS23894366,Met8266,SAMN44607200,human skin metagenome,SAMN44607200,44607200
SRS23894367,Met8264,SAMN44607199,human skin metagenome,SAMN44607199,44607199
SRS23894364,Met8263,SAMN44607198,human skin metagenome,SAMN44607198,44607198
SRS23894363,Met8261,SAMN44607197,human skin metagenome,SAMN44607197,44607197
SRS23894362,Met8260,SAMN44607196,human skin metagenome,SAMN44607196,44607196
SRS23894365,Met8259,SAMN44607195,human skin metagenome,SAMN44607195,44607195
SRS23894361,Met8258,SAMN44607194,human skin metagenome,SAMN44607194,44607194
SRS23894359,Met8257,SAMN44607193,human skin metagenome,SAMN44607193,44607193
SRS23894360,Met8256,SAMN44607192,human skin metagenome,SAMN44607192,44607192
SRS23894356,Met8255,SAMN44607191,human skin metagenome,SAMN44607191,44607191
SRS23894357,Met8254,SAMN44607190,human skin metagenome,SAMN44607190,44607190
SRS23894358,Met8252,SAMN44607189,human skin metagenome,SAMN44607189,44607189
SRS23894355,Met8251,SAMN44607188,human skin metagenome,SAMN44607188,44607188
SRS23894354,Met8250,SAMN44607187,human skin metagenome,SAMN44607187,44607187
SRS23894353,Met8249,SAMN44607186,human skin metagenome,SAMN44607186,44607186
SRS23894352,Met8248,SAMN44607185,human skin metagenome,SAMN44607185,44607185
SRS23894351,Met8247,SAMN44607184,human skin metagenome,SAMN44607184,44607184
SRS23894350,Met8246,SAMN44607183,human skin metagenome,SAMN44607183,44607183
SRS23894349,Met8244,SAMN44607182,human skin metagenome,SAMN44607182,44607182
SRS23894348,Met8242,SAMN44607181,human skin metagenome,SAMN44607181,44607181
SRS23894347,Met8241,SAMN44607180,human skin metagenome,SAMN44607180,44607180
SRS23894342,Met8240,SAMN44607179,human skin metagenome,SAMN44607179,44607179
SRS23894341,Met8239,SAMN44607178,human skin metagenome,SAMN44607178,44607178
SRS23894340,Met8238,SAMN44607177,human skin metagenome,SAMN44607177,44607177
SRS23892108,Met8237,SAMN44607176,human skin metagenome,SAMN44607176,44607176
SRS23892107,Met8236,SAMN44607175,human skin metagenome,SAMN44607175,44607175
SRS23892106,Met8235,SAMN44607174,human skin metagenome,SAMN44607174,44607174
SRS23892105,Met8233,SAMN44607173,human skin metagenome,SAMN44607173,44607173
SRS23892104,Met8232,SAMN44607172,human skin metagenome,SAMN44607172,44607172
SRS23892103,Met8231,SAMN44607171,human skin metagenome,SAMN44607171,44607171
SRS23892101,Met8230,SAMN44607170,human skin metagenome,SAMN44607170,44607170
SRS23892077,Met8229,SAMN44607169,human skin metagenome,SAMN44607169,44607169
SRS23892076,Met8228,SAMN44607168,human skin metagenome,SAMN44607168,44607168
SRS23892074,Met8227,SAMN44607167,human skin metagenome,SAMN44607167,44607167
SRS23892075,Met8226,SAMN44607166,human skin metagenome,SAMN44607166,44607166
SRS23892073,Met5930,SAMN44607165,human skin metagenome,SAMN44607165,44607165
SRS23892072,Met5929,SAMN44607164,human skin metagenome,SAMN44607164,44607164
SRS23892071,Met5928,SAMN44607163,human skin metagenome,SAMN44607163,44607163
SRS23892070,Met5927,SAMN44607162,human skin metagenome,SAMN44607162,44607162
SRS23892069,Met5924,SAMN44607161,human skin metagenome,SAMN44607161,44607161
SRS23892068,Met5923,SAMN44607160,human skin metagenome,SAMN44607160,44607160
SRS23892067,Met5922,SAMN44607159,human skin metagenome,SAMN44607159,44607159
SRS23892066,Met5921,SAMN44607158,human skin metagenome,SAMN44607158,44607158
SRS23892065,Met5920,SAMN44607157,human skin metagenome,SAMN44607157,44607157
SRS23892064,Met5919,SAMN44607156,human skin metagenome,SAMN44607156,44607156
SRS23892063,Met5918,SAMN44607155,human skin metagenome,SAMN44607155,44607155
SRS23892062,Met5917,SAMN44607154,human skin metagenome,SAMN44607154,44607154
SRS23892061,Met5916,SAMN44607153,human skin metagenome,SAMN44607153,44607153
SRS23892060,Met5915,SAMN44607152,human skin metagenome,SAMN44607152,44607152
SRS23892059,Met5913,SAMN44607151,human skin metagenome,SAMN44607151,44607151
SRS23892058,Met5912,SAMN44607150,human skin metagenome,SAMN44607150,44607150
SRS23892057,Met5911,SAMN44607149,human skin metagenome,SAMN44607149,44607149
SRS23892056,Met5910,SAMN44607148,human skin metagenome,SAMN44607148,44607148
SRS23892055,Met5909,SAMN44607147,human skin metagenome,SAMN44607147,44607147
SRS23892054,Met5908,SAMN44607146,human skin metagenome,SAMN44607146,44607146
SRS23892102,Met5907,SAMN44607145,human skin metagenome,SAMN44607145,44607145
SRS23892100,Met5906,SAMN44607144,human skin metagenome,SAMN44607144,44607144
SRS23892098,Met5905,SAMN44607143,human skin metagenome,SAMN44607143,44607143
SRS23892099,Met5904,SAMN44607142,human skin metagenome,SAMN44607142,44607142
SRS23892097,Met5903,SAMN44607141,human skin metagenome,SAMN44607141,44607141
SRS23892096,Met5902,SAMN44607140,human skin metagenome,SAMN44607140,44607140
SRS23892094,Met5901,SAMN44607139,human skin metagenome,SAMN44607139,44607139
SRS23892095,Met5900,SAMN44607138,human skin metagenome,SAMN44607138,44607138
SRS23892093,Met5899,SAMN44607137,human skin metagenome,SAMN44607137,44607137
SRS23892091,Met5897,SAMN44607136,human skin metagenome,SAMN44607136,44607136
SRS23892092,Met5896,SAMN44607135,human skin metagenome,SAMN44607135,44607135
SRS23892090,Met5895,SAMN44607134,human skin metagenome,SAMN44607134,44607134
SRS23892088,Met5894,SAMN44607133,human skin metagenome,SAMN44607133,44607133
SRS23892089,Met5893,SAMN44607132,human skin metagenome,SAMN44607132,44607132
SRS23892087,Met5892,SAMN44607131,human skin metagenome,SAMN44607131,44607131
SRS23892085,Met5891,SAMN44607130,human skin metagenome,SAMN44607130,44607130
SRS23892086,Met5890,SAMN44607129,human skin metagenome,SAMN44607129,44607129
SRS23892084,Met5889,SAMN44607128,human skin metagenome,SAMN44607128,44607128
SRS23892083,Met5888,SAMN44607127,human skin metagenome,SAMN44607127,44607127
SRS23892082,Met5887,SAMN44607126,human skin metagenome,SAMN44607126,44607126
SRS23892081,Met5886,SAMN44607125,human skin metagenome,SAMN44607125,44607125
SRS23892080,Met5885,SAMN44607124,human skin metagenome,SAMN44607124,44607124
SRS23892079,Met5884,SAMN44607123,human skin metagenome,SAMN44607123,44607123
SRS23892078,Met5883,SAMN44607122,human skin metagenome,SAMN44607122,44607122
SRS23892053,Met5882,SAMN44607121,human skin metagenome,SAMN44607121,44607121
SRS23892052,Met5881,SAMN44607120,human skin metagenome,SAMN44607120,44607120
SRS23892051,Met5879,SAMN44607119,human skin metagenome,SAMN44607119,44607119
SRS23892050,Met5878,SAMN44607118,human skin metagenome,SAMN44607118,44607118
SRS23892049,Met5877,SAMN44607117,human skin metagenome,SAMN44607117,44607117
SRS23892048,Met5876,SAMN44607116,human skin metagenome,SAMN44607116,44607116
SRS23892047,Met5875,SAMN44607115,human skin metagenome,SAMN44607115,44607115
SRS23892046,Met5874,SAMN44607114,human skin metagenome,SAMN44607114,44607114
SRS23892045,Met5873,SAMN44607113,human skin metagenome,SAMN44607113,44607113
SRS23892044,Met5872,SAMN44607112,human skin metagenome,SAMN44607112,44607112
SRS23892043,Met5871,SAMN44607111,human skin metagenome,SAMN44607111,44607111
SRS23892042,Met5870,SAMN44607110,human skin metagenome,SAMN44607110,44607110
SRS23892041,Met5869,SAMN44607109,human skin metagenome,SAMN44607109,44607109
SRS23892040,Met5868,SAMN44607108,human skin metagenome,SAMN44607108,44607108
SRS23892039,Met5867,SAMN44607107,human skin metagenome,SAMN44607107,44607107
SRS23892038,Met5866,SAMN44607106,human skin metagenome,SAMN44607106,44607106
SRS23892037,Met5865,SAMN44607105,human skin metagenome,SAMN44607105,44607105
SRS23892036,Met5864,SAMN44607104,human skin metagenome,SAMN44607104,44607104
SRS23892035,Met5863,SAMN44607103,human skin metagenome,SAMN44607103,44607103
SRS23892034,Met5861,SAMN44607102,human skin metagenome,SAMN44607102,44607102
SRS23892033,Met5860,SAMN44607101,human skin metagenome,SAMN44607101,44607101
SRS23892032,Met5859,SAMN44607100,human skin metagenome,SAMN44607100,44607100
SRS23892031,Met5858,SAMN44607099,human skin metagenome,SAMN44607099,44607099
SRS23892030,Met5857,SAMN44607098,human skin metagenome,SAMN44607098,44607098
SRS23889753,Met5856,SAMN44607097,human skin metagenome,SAMN44607097,44607097
SRS23889749,Met5855,SAMN44607096,human skin metagenome,SAMN44607096,44607096
SRS23889748,Met5854,SAMN44607095,human skin metagenome,SAMN44607095,44607095
SRS23889747,Met5853,SAMN44607094,human skin metagenome,SAMN44607094,44607094
SRS23889746,Met5852,SAMN44607093,human skin metagenome,SAMN44607093,44607093
SRS23889745,Met5851,SAMN44607092,human skin metagenome,SAMN44607092,44607092
SRS23889744,Met5850,SAMN44607091,human skin metagenome,SAMN44607091,44607091
SRS23889743,Met5849,SAMN44607090,human skin metagenome,SAMN44607090,44607090
SRS23889741,Met5848,SAMN44607089,human skin metagenome,SAMN44607089,44607089
SRS23889740,Met5846,SAMN44607088,human skin metagenome,SAMN44607088,44607088
SRS23889739,Met5845,SAMN44607087,human skin metagenome,SAMN44607087,44607087
SRS23889738,Met5844,SAMN44607086,human skin metagenome,SAMN44607086,44607086
SRS23889737,Met5843,SAMN44607085,human skin metagenome,SAMN44607085,44607085
SRS23889735,Met5841,SAMN44607084,human skin metagenome,SAMN44607084,44607084
SRS23889733,Met5840,SAMN44607083,human skin metagenome,SAMN44607083,44607083
SRS23889734,Met5839,SAMN44607082,human skin metagenome,SAMN44607082,44607082
SRS23889731,Met5838,SAMN44607081,human skin metagenome,SAMN44607081,44607081
SRS23889732,Met5837,SAMN44607080,human skin metagenome,SAMN44607080,44607080
SRS23889730,Met5836,SAMN44607079,human skin metagenome,SAMN44607079,44607079
SRS23889729,Met5835,SAMN44607078,human skin metagenome,SAMN44607078,44607078
SRS23889728,Met5834,SAMN44607077,human skin metagenome,SAMN44607077,44607077
SRS23889727,Met5833,SAMN44607076,human skin metagenome,SAMN44607076,44607076
SRS23889724,Met5832,SAMN44607075,human skin metagenome,SAMN44607075,44607075
SRS23889725,Met5831,SAMN44607074,human skin metagenome,SAMN44607074,44607074
SRS23889723,Met5829,SAMN44607073,human skin metagenome,SAMN44607073,44607073
SRS23889722,Met5828,SAMN44607072,human skin metagenome,SAMN44607072,44607072
SRS23889718,Met5827,SAMN44607071,human skin metagenome,SAMN44607071,44607071
SRS23889721,Met5826,SAMN44607070,human skin metagenome,SAMN44607070,44607070
SRS23889691,Met5825,SAMN44607069,human skin metagenome,SAMN44607069,44607069
SRS23889692,Met5824,SAMN44607068,human skin metagenome,SAMN44607068,44607068
SRS23889690,Met5823,SAMN44607067,human skin metagenome,SAMN44607067,44607067
SRS23889689,Met5822,SAMN44607066,human skin metagenome,SAMN44607066,44607066
SRS23889688,Met5821,SAMN44607065,human skin metagenome,SAMN44607065,44607065
SRS23889686,Met5820,SAMN44607064,human skin metagenome,SAMN44607064,44607064
SRS23889685,Met5819,SAMN44607063,human skin metagenome,SAMN44607063,44607063
SRS23889684,Met5818,SAMN44607062,human skin metagenome,SAMN44607062,44607062
SRS23889683,Met5817,SAMN44607061,human skin metagenome,SAMN44607061,44607061
SRS23889681,Met5816,SAMN44607060,human skin metagenome,SAMN44607060,44607060
SRS23889682,Met3491,SAMN44607059,human skin metagenome,SAMN44607059,44607059
SRS23889679,Met3488,SAMN44607058,human skin metagenome,SAMN44607058,44607058
SRS23889680,Met3450,SAMN44607057,human skin metagenome,SAMN44607057,44607057
SRS23889678,Met3448,SAMN44607056,human skin metagenome,SAMN44607056,44607056
SRS23889677,Met3447,SAMN44607055,human skin metagenome,SAMN44607055,44607055
SRS23889676,Met3446,SAMN44607054,human skin metagenome,SAMN44607054,44607054
SRS23889675,Met3445,SAMN44607053,human skin metagenome,SAMN44607053,44607053
SRS23889674,Met3444,SAMN44607052,human skin metagenome,SAMN44607052,44607052
SRS23889671,Met3443,SAMN44607051,human skin metagenome,SAMN44607051,44607051
SRS23889672,Met3441,SAMN44607050,human skin metagenome,SAMN44607050,44607050
SRS23889670,Met3440,SAMN44607049,human skin metagenome,SAMN44607049,44607049
SRS23889669,Met3439,SAMN44607048,human skin metagenome,SAMN44607048,44607048
SRS23889668,Met3438,SAMN44607047,human skin metagenome,SAMN44607047,44607047
SRS23889667,Met3437,SAMN44607046,human skin metagenome,SAMN44607046,44607046
SRS23889719,Met3436,SAMN44607045,human skin metagenome,SAMN44607045,44607045
SRS23889720,Met3435,SAMN44607044,human skin metagenome,SAMN44607044,44607044
SRS23889717,Met3434,SAMN44607043,human skin metagenome,SAMN44607043,44607043
SRS23889715,Met3417,SAMN44607042,human skin metagenome,SAMN44607042,44607042
SRS23889713,Met3416,SAMN44607041,human skin metagenome,SAMN44607041,44607041
SRS23889714,Met3415,SAMN44607040,human skin metagenome,SAMN44607040,44607040
SRS23889711,Met3414,SAMN44607039,human skin metagenome,SAMN44607039,44607039
SRS23889712,Met3413,SAMN44607038,human skin metagenome,SAMN44607038,44607038
SRS23889710,Met3412,SAMN44607037,human skin metagenome,SAMN44607037,44607037
SRS23889708,Met3411,SAMN44607036,human skin metagenome,SAMN44607036,44607036
SRS23889707,Met3410,SAMN44607035,human skin metagenome,SAMN44607035,44607035
SRS23889705,Met3408,SAMN44607034,human skin metagenome,SAMN44607034,44607034
SRS23889706,Met3407,SAMN44607033,human skin metagenome,SAMN44607033,44607033
SRS23889702,Met3406,SAMN44607032,human skin metagenome,SAMN44607032,44607032
SRS23889703,Met3405,SAMN44607031,human skin metagenome,SAMN44607031,44607031
SRS23889704,Met3404,SAMN44607030,human skin metagenome,SAMN44607030,44607030
SRS23889701,Met3403,SAMN44607029,human skin metagenome,SAMN44607029,44607029
SRS23889700,Met3402,SAMN44607028,human skin metagenome,SAMN44607028,44607028
SRS23889698,Met3401,SAMN44607027,human skin metagenome,SAMN44607027,44607027
SRS23889699,Met3399,SAMN44607026,human skin metagenome,SAMN44607026,44607026
SRS23889696,Met3398,SAMN44607025,human skin metagenome,SAMN44607025,44607025
SRS23889694,Met3397,SAMN44607024,human skin metagenome,SAMN44607024,44607024
SRS23889693,Met3396,SAMN44607023,human skin metagenome,SAMN44607023,44607023
SRS23889695,Met3395,SAMN44607022,human skin metagenome,SAMN44607022,44607022
SRS23889666,Met3394,SAMN44607021,human skin metagenome,SAMN44607021,44607021
SRS23889664,Met3393,SAMN44607020,human skin metagenome,SAMN44607020,44607020
SRS23889665,Met3392,SAMN44607019,human skin metagenome,SAMN44607019,44607019
SRS23887768,Met3390,SAMN44607018,human skin metagenome,SAMN44607018,44607018
SRS23887767,Met3389,SAMN44607017,human skin metagenome,SAMN44607017,44607017
SRS23887765,Met3388,SAMN44607016,human skin metagenome,SAMN44607016,44607016
SRS23887766,Met3387,SAMN44607015,human skin metagenome,SAMN44607015,44607015
SRS23887824,Met3386,SAMN44607014,human skin metagenome,SAMN44607014,44607014
SRS23887823,Met3385,SAMN44607013,human skin metagenome,SAMN44607013,44607013
SRS23887822,Met3384,SAMN44607012,human skin metagenome,SAMN44607012,44607012
SRS23887821,Met3383,SAMN44607011,human skin metagenome,SAMN44607011,44607011
SRS23887820,Met3381,SAMN44607010,human skin metagenome,SAMN44607010,44607010
SRS23887819,Met3380,SAMN44607009,human skin metagenome,SAMN44607009,44607009
SRS23887818,Met3379,SAMN44607008,human skin metagenome,SAMN44607008,44607008
SRS23887816,Met3378,SAMN44607007,human skin metagenome,SAMN44607007,44607007
SRS23887817,Met3377,SAMN44607006,human skin metagenome,SAMN44607006,44607006
SRS23887814,Met3376,SAMN44607005,human skin metagenome,SAMN44607005,44607005
SRS23887815,Met3375,SAMN44607004,human skin metagenome,SAMN44607004,44607004
SRS23887813,Met3374,SAMN44607003,human skin metagenome,SAMN44607003,44607003
SRS23887812,Met3372,SAMN44607002,human skin metagenome,SAMN44607002,44607002
SRS23887811,Met3371,SAMN44607001,human skin metagenome,SAMN44607001,44607001
SRS23887810,Met3370,SAMN44607000,human skin metagenome,SAMN44607000,44607000
SRS23887809,Met3369,SAMN44606999,human skin metagenome,SAMN44606999,44606999
SRS23887806,Met3368,SAMN44606998,human skin metagenome,SAMN44606998,44606998
SRS23887804,Met3367,SAMN44606997,human skin metagenome,SAMN44606997,44606997
SRS23887803,Met3366,SAMN44606996,human skin metagenome,SAMN44606996,44606996
SRS23887802,Met3365,SAMN44606995,human skin metagenome,SAMN44606995,44606995
SRS23887801,Met3363,SAMN44606994,human skin metagenome,SAMN44606994,44606994
SRS23887800,Met3362,SAMN44606993,human skin metagenome,SAMN44606993,44606993
SRS23887799,Met3361,SAMN44606992,human skin metagenome,SAMN44606992,44606992
SRS23887798,Met3360,SAMN44606991,human skin metagenome,SAMN44606991,44606991
SRS23887796,Met3359,SAMN44606990,human skin metagenome,SAMN44606990,44606990
SRS23887797,Met3358,SAMN44606989,human skin metagenome,SAMN44606989,44606989
SRS23887795,Met3357,SAMN44606988,human skin metagenome,SAMN44606988,44606988
SRS23887794,Met3356,SAMN44606987,human skin metagenome,SAMN44606987,44606987
SRS23887793,Met3353,SAMN44606986,human skin metagenome,SAMN44606986,44606986
SRS23887791,Met3352,SAMN44606985,human skin metagenome,SAMN44606985,44606985
SRS23887792,Met3351,SAMN44606984,human skin metagenome,SAMN44606984,44606984
SRS23887790,Met3350,SAMN44606983,human skin metagenome,SAMN44606983,44606983
SRS23887789,Met3349,SAMN44606982,human skin metagenome,SAMN44606982,44606982
SRS23887788,Met3348,SAMN44606981,human skin metagenome,SAMN44606981,44606981
SRS23887786,Met3347,SAMN44606980,human skin metagenome,SAMN44606980,44606980
SRS23887787,Met3345,SAMN44606979,human skin metagenome,SAMN44606979,44606979
SRS23887785,Met3344,SAMN44606978,human skin metagenome,SAMN44606978,44606978
SRS23887784,Met3343,SAMN44606977,human skin metagenome,SAMN44606977,44606977
SRS23887783,Met3342,SAMN44606976,human skin metagenome,SAMN44606976,44606976
SRS23887781,Met3341,SAMN44606975,human skin metagenome,SAMN44606975,44606975
SRS23887782,Met3340,SAMN44606974,human skin metagenome,SAMN44606974,44606974
SRS23887780,Met3339,SAMN44606973,human skin metagenome,SAMN44606973,44606973
SRS23887777,Met3338,SAMN44606972,human skin metagenome,SAMN44606972,44606972
SRS23887776,Met3241,SAMN44606971,human skin metagenome,SAMN44606971,44606971
SRS23887774,Met3240,SAMN44606970,human skin metagenome,SAMN44606970,44606970
SRS23887772,Met3239,SAMN44606969,human skin metagenome,SAMN44606969,44606969
SRS23887770,Met3238,SAMN44606968,human skin metagenome,SAMN44606968,44606968
SRS23887769,Met3237,SAMN44606967,human skin metagenome,SAMN44606967,44606967
SRS23887764,Met3236,SAMN44606966,human skin metagenome,SAMN44606966,44606966
SRS23887763,Met3235,SAMN44606965,human skin metagenome,SAMN44606965,44606965
SRS23887762,Met3234,SAMN44606964,human skin metagenome,SAMN44606964,44606964
SRS23887761,Met3233,SAMN44606963,human skin metagenome,SAMN44606963,44606963
SRS23887760,Met3232,SAMN44606962,human skin metagenome,SAMN44606962,44606962
SRS23887758,Met3231,SAMN44606961,human skin metagenome,SAMN44606961,44606961
SRS23887779,Met3230,SAMN44606960,human skin metagenome,SAMN44606960,44606960
SRS23887759,Met3229,SAMN44606959,human skin metagenome,SAMN44606959,44606959
SRS23887757,Met3228,SAMN44606958,human skin metagenome,SAMN44606958,44606958
SRS23887756,Met3227,SAMN44606957,human skin metagenome,SAMN44606957,44606957
SRS23887754,Met3226,SAMN44606956,human skin metagenome,SAMN44606956,44606956
SRS23887753,Met3225,SAMN44606955,human skin metagenome,SAMN44606955,44606955
SRS23887752,Met3224,SAMN44606954,human skin metagenome,SAMN44606954,44606954
SRS23887751,Met3211,SAMN44606953,human skin metagenome,SAMN44606953,44606953
SRS23887750,Met3210,SAMN44606952,human skin metagenome,SAMN44606952,44606952
SRS23887749,Met3209,SAMN44606951,human skin metagenome,SAMN44606951,44606951
SRS23887748,Met3208,SAMN44606950,human skin metagenome,SAMN44606950,44606950
SRS23887747,Met3207,SAMN44606949,human skin metagenome,SAMN44606949,44606949
SRS23887746,Met3206,SAMN44606948,human skin metagenome,SAMN44606948,44606948
SRS23887745,Met3205,SAMN44606947,human skin metagenome,SAMN44606947,44606947
SRS23887744,Met3204,SAMN44606946,human skin metagenome,SAMN44606946,44606946
SRS23887743,Met3202,SAMN44606945,human skin metagenome,SAMN44606945,44606945
SRS23887742,Met3201,SAMN44606944,human skin metagenome,SAMN44606944,44606944
SRS23887741,Met3200,SAMN44606943,human skin metagenome,SAMN44606943,44606943
SRS23887740,Met3199,SAMN44606942,human skin metagenome,SAMN44606942,44606942
SRS23887739,Met3198,SAMN44606941,human skin metagenome,SAMN44606941,44606941
SRS23887738,Met3197,SAMN44606940,human skin metagenome,SAMN44606940,44606940
SRS23874897,Met3195,SAMN44606939,human skin metagenome,SAMN44606939,44606939
SRS23874896,Met3194,SAMN44606938,human skin metagenome,SAMN44606938,44606938
SRS23874895,Met3193,SAMN44606937,human skin metagenome,SAMN44606937,44606937
SRS23874894,Met3192,SAMN44606936,human skin metagenome,SAMN44606936,44606936
SRS23874893,Met3191,SAMN44606935,human skin metagenome,SAMN44606935,44606935
SRS23874892,Met3190,SAMN44606934,human skin metagenome,SAMN44606934,44606934
SRS23874891,Met3189,SAMN44606933,human skin metagenome,SAMN44606933,44606933
SRS23874890,Met3188,SAMN44606932,human skin metagenome,SAMN44606932,44606932
SRS23874889,Met3187,SAMN44606931,human skin metagenome,SAMN44606931,44606931
SRS23874888,Met3186,SAMN44606930,human skin metagenome,SAMN44606930,44606930
SRS23874887,Met3185,SAMN44606929,human skin metagenome,SAMN44606929,44606929
SRS23874885,Met3184,SAMN44606928,human skin metagenome,SAMN44606928,44606928
SRS23874886,Met3183,SAMN44606927,human skin metagenome,SAMN44606927,44606927
SRS23874884,Met3182,SAMN44606926,human skin metagenome,SAMN44606926,44606926
SRS23874882,Met3181,SAMN44606925,human skin metagenome,SAMN44606925,44606925
SRS23874883,Met3180,SAMN44606924,human skin metagenome,SAMN44606924,44606924
SRS23874881,Met3179,SAMN44606923,human skin metagenome,SAMN44606923,44606923
SRS23874880,Met3177,SAMN44606922,human skin metagenome,SAMN44606922,44606922
SRS23874879,Met3176,SAMN44606921,human skin metagenome,SAMN44606921,44606921
SRS23874878,Met3175,SAMN44606920,human skin metagenome,SAMN44606920,44606920
SRS23874877,Met3174,SAMN44606919,human skin metagenome,SAMN44606919,44606919
SRS23874876,Met3173,SAMN44606918,human skin metagenome,SAMN44606918,44606918
SRS23874875,Met3172,SAMN44606917,human skin metagenome,SAMN44606917,44606917
SRS23874874,Met3170,SAMN44606916,human skin metagenome,SAMN44606916,44606916
SRS23874873,Met3169,SAMN44606915,human skin metagenome,SAMN44606915,44606915
SRS23874872,Met3168,SAMN44606914,human skin metagenome,SAMN44606914,44606914
SRS23874871,Met3167,SAMN44606913,human skin metagenome,SAMN44606913,44606913
SRS23874870,Met3166,SAMN44606912,human skin metagenome,SAMN44606912,44606912
SRS23874868,Met3165,SAMN44606911,human skin metagenome,SAMN44606911,44606911
SRS23874869,Met3163,SAMN44606910,human skin metagenome,SAMN44606910,44606910
SRS23874867,Met3162,SAMN44606909,human skin metagenome,SAMN44606909,44606909
SRS23874866,Met3161,SAMN44606908,human skin metagenome,SAMN44606908,44606908
SRS23874865,Met3160,SAMN44606907,human skin metagenome,SAMN44606907,44606907
